timestamp,label,env,api_throughput_rps,api_error_rate,api_latency_p50_s,api_latency_p95_s,api_latency_p99_s,worker_tasks_ok,worker_tasks_err,worker_injected_total,worker_injected_error,worker_injected_slow,collector_cpu_cores,collector_mem_mb,collector_net_tx_bps,collector_net_rx_bps,spans_received_rps,spans_exported_rps,spans_dropped_rps,spans_refused_rps,logs_received_rps,logs_exported_rps,metrics_received_rps,metrics_exported_rps,api_cpu_cores,api_mem_mb,worker_cpu_cores,worker_mem_mb,jaeger_spans_received,jaeger_spans_saved
2026-05-05T22:43:36.054344Z,post-load,A,108.26832505955304,0.07037285858246557,0.11460383221128949,2.0819930069930064,4.317201834862381,174.65541695457688,10.073826235589337,2534.123522485394,1677.6791359086997,856.4570596138459,0.0,0.0,0.0,0.0,67.00730988835146,67.00730988835146,0.0,0.0,0.0,0.0,4.636869476670182,4.636869476670182,0.0,0.0,0.0,0.0,18360.537978828965,18360.60762204329
2026-05-05T22:43:41.089740Z,post-load,A,107.19351201949304,0.07022900763358779,0.11431746861924687,2.0917553191489335,4.323967889908252,194.6575990108012,11.310324762701386,2739.646196642615,1817.7175781192125,921.9454313780687,0.0,0.0,0.0,0.0,62.97165093739203,62.97165093739203,0.0,0.0,0.0,0.0,6.1826050588256685,6.18260505882567,0.0,0.0,0.0,0.0,18711.40049260504,18711.47013581937
2026-05-05T22:43:46.128330Z,post-load,A,69.04515120106196,0.0711087700816434,0.10790412044374013,1.8974832214765114,4.269807692307688,156.89661442234262,8.945779846539873,2739.6361011302965,1817.7107523675138,921.938539196718,0.0,0.0,0.0,0.0,54.52925560929488,54.529255609294886,0.0,0.0,0.0,0.0,6.182042983381214,6.182042983381213,0.0,0.0,0.0,0.0,18278.12499861096,18278.191753929124
2026-05-05T22:43:51.153580Z,post-load,A,89.91072564955726,0.07522750252780587,0.097619926199262,1.395507812499995,4.203125000000005,155.659004946174,8.87401803898749,2739.5976418649343,1817.6850950290573,921.9255019341564,0.0,0.0,0.0,0.0,52.13295995926829,52.13295995926829,0.0,0.0,0.0,0.0,4.636869476670182,4.636869476670182,0.0,0.0,0.0,0.0,18613.77073833856,18613.837493656727
2026-05-05T22:43:56.188311Z,post-load,A,89.0278939520675,0.07536764705882354,0.09729429206819866,1.3895161290322553,4.211184210526311,183.6415543796483,10.40132380484789,2890.726252513449,1911.3846550653232,979.355051637558,0.0,0.0,0.0,0.0,46.40590620624444,46.40590620624443,0.0,0.0,0.0,0.0,6.1826050588256685,6.1826050588256685,0.0,0.0,0.0,0.0,18950.084031247803,18950.150786565962
2026-05-05T22:44:01.226048Z,post-load,A,69.60759355566063,0.07340647857889238,0.10059335443037978,1.843478260869569,4.283076923076927,226.57429127343485,12.892549960904114,3096.2317987908973,2051.4116158045576,1044.8343328723615,0.0,0.0,0.0,0.0,36.35008091938974,36.35008091938974,0.0,0.0,0.0,0.0,6.1826050588256685,6.1826050588256685,0.0,0.0,0.0,0.0,18279.749345535958,18279.812588168414
2026-05-05T22:44:06.258696Z,post-load,A,113.68719655228847,0.07053742802303264,0.10012350761630302,1.852573529411763,4.28293650793651,253.24580863366916,14.474306287958687,3247.303358330395,2145.073553741423,1102.2444163434677,0.0,0.0,0.0,0.0,31.512528639487947,31.512528639487947,0.0,0.0,0.0,0.0,4.636869476670182,4.636869476670182,0.0,0.0,0.0,0.0,18598.17599994385,18598.23924257631
2026-05-05T22:44:11.294246Z,post-load,A,88.82787213150526,0.07615148413510747,0.09487600291757842,1.3876050420168045,4.239448051948054,251.5956576291528,14.347280562980743,3247.676523136486,2145.3323897249525,1102.3696243986615,0.0,0.0,0.0,0.0,19.32938138706041,19.32938138706041,0.0,0.0,0.0,0.0,6.182492635560243,6.182492635560243,0.0,0.0,0.0,0.0,18916.6658969842,18916.792382249107
2026-05-05T22:44:16.329333Z,post-load,A,133.75518219506873,0.07272974442631865,0.09944968553459119,1.8701107011070088,4.290079365079368,267.83766092079424,15.27383809731617,3453.5818218801915,2285.622507373632,1167.9747974370275,0.0,0.0,0.0,0.0,12.509773260359657,12.509773260359657,0.0,0.0,0.0,0.0,6.182155390294016,6.1821553902940165,0.0,0.0,0.0,0.0,18157.764528773303,18157.764528773303
2026-05-05T22:44:21.360257Z,post-load,A,154.66860623693063,0.07500587820362098,0.0971174685739055,1.6207509881422895,4.25127737226278,252.8503627734439,14.3654646955067,3605.1172805185647,2379.578900084077,1225.5424724037862,0.0,0.0,0.0,0.0,11.32830257296118,11.32830257296118,0.0,0.0,0.0,0.0,4.636785162287481,4.63678516228748,0.0,0.0,0.0,0.0,18157.764528773303,18157.764528773303
2026-05-05T22:44:26.387616Z,post-load,A,199.36357850713702,0.07305727836556003,0.09994720168954595,1.8733333333333335,4.290957446808511,296.46870567698295,16.874568134705605,3811.016198312365,2519.86480613217,1291.1684448196252,0.0,0.0,0.0,0.0,4.81879511937883,4.81879511937883,0.0,0.0,0.0,0.0,6.1826050588256685,6.1826050588256685,0.0,0.0,0.0,0.0,18157.764528773303,18157.764528773303
2026-05-05T22:44:31.414016Z,post-load,A,220.71498708950068,0.07447684956335476,0.09809230769230769,1.707860824742269,4.262688442211056,296.47409670321684,16.874874984088883,3939.4135092620218,2599.754546255865,1339.676629329283,0.0,0.0,0.0,0.0,0.4909715782008619,0.4909715782008619,0.0,0.0,0.0,0.0,6.18260505882567,6.1826050588256685,0.0,0.0,0.0,0.0,16688.130989686597,16688.130989686593
