timestamp,label,env,api_throughput_rps,api_error_rate,api_latency_p50_s,api_latency_p95_s,api_latency_p99_s,worker_tasks_ok,worker_tasks_err,worker_injected_total,worker_injected_error,worker_injected_slow,collector_cpu_cores,collector_mem_mb,collector_net_tx_bps,collector_net_rx_bps,spans_received_rps,spans_exported_rps,spans_dropped_rps,spans_refused_rps,logs_received_rps,logs_exported_rps,metrics_received_rps,metrics_exported_rps,api_cpu_cores,api_mem_mb,worker_cpu_cores,worker_mem_mb,jaeger_spans_received,jaeger_spans_saved
2026-05-08T03:50:17.844514Z,post-load,B,97.64461358261767,0.028940662540953774,0.17054710500490677,2.0005852842809366,4.235239361702128,317.25279121358693,17.438265992653744,6861.08323614765,4421.1575492934835,2439.925686854167,0.005273302542095503,207.890625,0.0,0.0,53.56948030694258,15.019820344037532,0.0,0.0,0.0,0.0,7.309888351456523,7.564461577626651,0.0,0.0,0.0,0.0,4586.830802054968,4586.8308020549675
2026-05-08T03:50:22.876595Z,post-load,B,99.90544079138785,0.028940662540953767,0.17054710500490677,2.000585284280936,4.235239361702124,364.6712249054408,20.07564736688973,7147.9182417016145,4594.073235311069,2553.8450063905448,0.005273398432527777,207.890625,0.0,0.0,59.207535504518766,15.274671321804593,0.0,0.0,0.0,0.0,5.928027203462259,6.909970359863983,0.0,0.0,0.0,0.0,4586.8308020549675,4586.8308020549675
2026-05-08T03:50:27.910197Z,post-load,B,96.7360669151741,0.02763157894736842,0.17112658227848102,2.090209125475286,4.335315533980587,412.2888367610424,22.711981524921352,7263.8634152295,4675.438269365725,2588.425145863774,0.005636876079643613,207.890625,0.0,0.0,55.16865169560869,14.583143922174742,0.0,0.0,0.0,0.0,7.564324029457225,6.327847986180561,0.0,0.0,0.0,0.0,4514.143544430837,4514.143544430837
2026-05-08T03:50:32.942001Z,post-load,B,9.246020881670534,0.2701149425287356,0.10163043478260869,1.9717391304347818,2.498695652173912,411.74652241112835,22.6384216746977,7093.917707164432,4559.431266124466,2534.4864410399664,0.005273206655150469,207.890625,0.0,0.0,49.89544504045823,16.128738976270572,0.0,0.0,0.0,0.0,7.309755432312028,7.564324029457224,0.0,0.0,0.0,0.0,4514.143544430837,4514.143544430837
2026-05-08T03:50:37.972615Z,post-load,B,102.34215885947047,0.026474769012082445,0.16925024108003855,2.1214673913043454,4.362388392857141,417.2637014947085,22.966141760919374,7536.385179459536,4839.152588916123,2697.2325905434127,0.0054552397577873595,207.890625,0.0,0.0,43.24186714672776,14.638226683396068,0.0,0.0,0.0,0.0,5.9280272034622605,6.9099703598639834,0.0,0.0,0.0,0.0,4514.143544430837,4514.143544430837
2026-05-08T03:50:43.006341Z,post-load,B,101.39472296474099,0.025824964131994258,0.16886330230279273,2.120430107526877,4.349321266968321,415.9620315312858,22.875638717654972,7427.610546264497,4772.05924730563,2655.5512989588665,0.005637081083046935,207.890625,0.0,0.0,38.16849417198553,13.619915261942431,0.0,0.0,0.0,0.0,7.564599130798465,6.328078119033331,0.0,0.0,0.0,0.0,4454.199959995368,4454.199959995367
2026-05-08T03:50:48.038161Z,post-load,B,100.77279752704793,0.025802959220498016,0.16884881422924902,2.099819494584839,4.338194444444451,415.25285036277353,22.857454585129016,7240.470967938785,4644.926381595228,2595.544586343557,0.005273302542095503,207.890625,0.0,0.0,33.239989817070956,11.528530385132925,0.0,0.0,0.0,0.0,7.309888351456523,7.564461577626651,0.0,0.0,0.0,0.0,4454.199959995367,4454.199959995368
2026-05-08T03:50:53.070371Z,post-load,B,193.09730329314644,0.014219794707599584,0.17021875,2.1244035785288244,4.373620689655169,414.20570264765786,22.803316846086705,7232.33446453332,4640.858129892496,2591.476334640824,0.005091557107268202,207.890625,0.0,0.0,29.331005764370012,9.910352226647028,0.0,0.0,0.0,0.0,5.9280272034622605,6.909970359863983,0.0,0.0,0.0,0.0,4454.199959995367,4454.199959995368
2026-05-08T03:50:58.104084Z,post-load,B,195.2940320762265,0.024581005586592184,0.16987906273620562,2.097383177570095,4.338186157517907,368.15594712054263,20.275307766443007,7121.47460563385,4571.697850946037,2549.7767546878117,0.005091371942903897,207.890625,0.0,0.0,24.565869624511322,8.728066187835259,0.0,0.0,0.0,0.0,7.564324029457225,6.327847986180561,0.0,0.0,0.0,0.0,4251.996687393848,4251.99668739385
2026-05-08T03:51:03.136304Z,post-load,B,287.74819986908136,0.017187993680884677,0.17048815325155436,2.103075396825397,4.358004731861205,278.34245504300236,15.364474425877775,7121.353891216794,4571.620357186444,2549.733534030349,0.0049092694279792,207.890625,0.0,0.0,20.037092257900287,7.454816538783227,0.0,0.0,0.0,0.0,7.30935670388014,7.563911414960544,0.0,0.0,0.0,0.0,4251.99668739385,4251.996687393848
2026-05-08T03:51:08.167858Z,post-load,B,291.10977760805923,0.024486226497595104,0.1700092654986523,2.083935361216729,4.3331854838709685,325.665969633603,18.00163651241022,7345.178645891601,4720.157033450972,2625.0216124406293,0.005091557107268202,207.890625,0.0,0.0,13.801756587202007,5.946211335988217,0.0,0.0,0.0,0.0,5.928027203462259,6.909970359863983,0.0,0.0,0.0,0.0,4251.996687393848,4251.996687393848
2026-05-08T03:51:13.200518Z,post-load,B,289.1770011273957,0.0241463874740615,0.17112658227848104,2.090209125475284,4.335315533980592,368.99241721673667,20.36622842907279,7562.854275718044,4846.288410946272,2716.565864771772,0.005273398432527777,207.890625,0.0,0.0,10.619533395159383,5.382503227683523,0.0,0.0,0.0,0.0,7.564599130798465,6.328078119033332,0.0,0.0,0.0,0.0,4016.226326372342,4016.226326372342
